review,date,Marca,Produto,loja,estrelas,gptpt,descricaoGptpt,url
Bom.,2023-06-29,Heineken,Heineken,Mercado Livre,4.8,0,"A avaliação é neutra, pois apenas afirma bom sem fornecer detalhes que indiquem uma opinião positiva ou negativa sobre o produto Heineken.",https://www.mercadolivre.com.br/noindex/catalog/reviews/MLB19111788?noIndex=true&access=view_all&modal=true&controlled=true
Bom.,2023-06-21,Heineken,Heineken,Mercado Livre,4.8,0,"A avaliação é neutra, pois apenas afirma bom sem fornecer detalhes que indiquem uma opinião positiva ou negativa sobre a cerveja Heineken.",https://www.mercadolivre.com.br/noindex/catalog/reviews/MLB19111788?noIndex=true&access=view_all&modal=true&controlled=true
Bom!.,2023-06-17,Heineken,Heineken,Mercado Livre,4.8,1,"A avaliação simplesmente afirma Bom!, o que indica uma opinião positiva sobre o produto Heineken.",https://www.mercadolivre.com.br/noindex/catalog/reviews/MLB19111788?noIndex=true&access=view_all&modal=true&controlled=true
Cerveja skol.,2023-11-13,Heineken,Heineken,Mercado Livre,4.8,0,"A avaliação é neutra, pois apenas menciona o produto Cerveja Skol sem expressar uma opinião positiva ou negativa.",https://www.mercadolivre.com.br/noindex/catalog/reviews/MLB19111788?noIndex=true&access=view_all&modal=true&controlled=true
"Estava amando comprar no mercado livre e as cervejas vieram muito bem embaladas e de ótima qualidade, mais a última compra q fiz de 15 caixinhas veio faltando 4 caixinhas de cerveja skol 269ml.",2023-07-28,Heineken,Heineken,Mercado Livre,4.8,-1,"Apesar do início positivo da avaliação, mencionando embalagens bem feitas e cervejas de ótima qualidade, a parte final da avaliação relata uma experiência negativa, indicando que houve um erro na última compra com a falta de 4 caixinhas de cerveja Skol. Isso caracteriza uma mudança de polaridade (polarity shift) para uma avaliação negativa.",https://www.mercadolivre.com.br/noindex/catalog/reviews/MLB19111788?noIndex=true&access=view_all&modal=true&controlled=true
Estou com prejuízo de 5 unidades. Como faço pra resolver isso ????.,2023-10-13,Heineken,Heineken,Mercado Livre,4.8,0,"A avaliação não faz menção direta à qualidade do produto Heineken, apenas relata um problema de prejuízo de unidades. Portanto, não é possível classificar como positiva ou negativa, sendo considerada neutra.",https://www.mercadolivre.com.br/noindex/catalog/reviews/MLB19111788?noIndex=true&access=view_all&modal=true&controlled=true
Só. Demoro pra chegar.,2024-05-16,Heineken,Heineken,Mercado Livre,4.8,0,"A avaliação apenas relata que a entrega do produto demorou, sem expressar uma opinião claramente positiva ou negativa.",https://www.mercadolivre.com.br/noindex/catalog/reviews/MLB19111788?noIndex=true&access=view_all&modal=true&controlled=true
Veio com duas latas furadas.,2024-01-07,Heineken,Heineken,Mercado Livre,4.8,-1,"A avaliação é claramente negativa, pois menciona que as latas vieram furadas, o que indica um problema na qualidade do produto.",https://www.mercadolivre.com.br/noindex/catalog/reviews/MLB19111788?noIndex=true&access=view_all&modal=true&controlled=true
"Desta vez tive diversos problemas, o primeiro é que comprei 6 caixas, três foram canceladas, as outras três chegaram com quatro dias de atraso e ainda veio com umas latas amassada e uma furada.",2024-01-03,Heineken,Heineken,Mercado Livre,4.8,-1,"A avaliação menciona diversos problemas, como o cancelamento de caixas, atraso na entrega e produtos danificados, o que caracteriza uma experiência negativa com o produto Heineken.",https://www.mercadolivre.com.br/noindex/catalog/reviews/MLB19111788?noIndex=true&access=view_all&modal=true&controlled=true
No mínimo 3 latas vieram danificadas e sem líquido algum. Não indico.,2024-04-24,Heineken,Heineken,Mercado Livre,4.8,-1,"A avaliação é claramente negativa, pois menciona que pelo menos 3 latas vieram danificadas e sem líquido, além de indicar que não recomenda o produto. Isso demonstra uma experiência insatisfatória com o produto Heineken.",https://www.mercadolivre.com.br/noindex/catalog/reviews/MLB19111788?noIndex=true&access=view_all&modal=true&controlled=true
"Caixa fora do padrao ml ,latas amassadas e faltando,latas soltas.",2024-02-27,Heineken,Heineken,Mercado Livre,4.8,-1,"A avaliação menciona diversos problemas com o produto, como a caixa fora do padrão, latas amassadas, faltando e soltas. Isso indica uma experiência negativa com a Heineken.",https://www.mercadolivre.com.br/noindex/catalog/reviews/MLB19111788?noIndex=true&access=view_all&modal=true&controlled=true
Veio muitas unidades furadas.,2024-05-02,Heineken,Heineken,Mercado Livre,4.8,-1,"A avaliação menciona que muitas unidades vieram furadas, o que indica uma experiência negativa com o produto Heineken.",https://www.mercadolivre.com.br/noindex/catalog/reviews/MLB19111788?noIndex=true&access=view_all&modal=true&controlled=true
Meu produto veio danificado e faltando três unidades.,2024-03-19,Heineken,Heineken,Mercado Livre,4.8,-1,"A avaliação é claramente negativa, pois menciona que o produto veio danificado e faltando unidades, o que indica uma experiência insatisfatória com o produto Heineken.",https://www.mercadolivre.com.br/noindex/catalog/reviews/MLB19111788?noIndex=true&access=view_all&modal=true&controlled=true
Ruim não foi oq eu pensei.,2024-01-14,Heineken,Heineken,Mercado Livre,4.8,-1,"A avaliação é negativa, pois o usuário expressa que a Heineken não atendeu às suas expectativas, indicando uma experiência ruim.",https://www.mercadolivre.com.br/noindex/catalog/reviews/MLB19111788?noIndex=true&access=view_all&modal=true&controlled=true
Não recomendo!!!.,2024-01-10,Heineken,Heineken,Mercado Livre,4.8,-1,"A avaliação é claramente negativa, pois expressa a não recomendação do produto, o que indica uma experiência ruim.",https://www.mercadolivre.com.br/noindex/catalog/reviews/MLB19111788?noIndex=true&access=view_all&modal=true&controlled=true
Pedimos várias lata estorada quero meu dinheiro de volta.,2023-12-30,Heineken,Heineken,Mercado Livre,4.8,-1,"A avaliação é claramente negativa, pois menciona que várias latas estavam estouradas, o que indica uma experiência insatisfatória com o produto.",https://www.mercadolivre.com.br/noindex/catalog/reviews/MLB19111788?noIndex=true&access=view_all&modal=true&controlled=true
Horrível.,2023-11-30,Heineken,Heineken,Mercado Livre,4.8,-1,"A avaliação é claramente negativa ao utilizar a palavra horrível, indicando uma experiência ruim com o produto Heineken.",https://www.mercadolivre.com.br/noindex/catalog/reviews/MLB19111788?noIndex=true&access=view_all&modal=true&controlled=true
Eu pedi um produto com 10 caixa de cerveja e si veio 4 eu preciso da mercadoria.,2023-09-30,Heineken,Heineken,Mercado Livre,4.8,0,"A avaliação relata um problema na entrega do produto, sem expressar uma opinião clara sobre a qualidade da cerveja Heineken. Portanto, é classificada como neutra.",https://www.mercadolivre.com.br/noindex/catalog/reviews/MLB19111788?noIndex=true&access=view_all&modal=true&controlled=true
Veio muita latas furadas.,2023-09-29,Heineken,Heineken,Mercado Livre,4.8,-1,"A avaliação menciona que muitas latas vieram furadas, o que indica uma experiência negativa com o produto Heineken.",https://www.mercadolivre.com.br/noindex/catalog/reviews/MLB19111788?noIndex=true&access=view_all&modal=true&controlled=true
Veio bastante lata furada.,2023-07-29,Heineken,Heineken,Mercado Livre,4.8,-1,"A avaliação menciona que as latas vieram furadas, o que indica uma experiência negativa com o produto Heineken.",https://www.mercadolivre.com.br/noindex/catalog/reviews/MLB19111788?noIndex=true&access=view_all&modal=true&controlled=true
Muito boa,2022-11-29,HOEGAARDEN,HOEGAARDEN Lata,Amazon,4.8,1,"A avaliação é claramente positiva ao afirmar que o produto é muito boa. Não há elementos que indiquem ironia, sarcasmo ou polarity shift, sendo uma opinião direta e positiva sobre o produto.",https://www.amazon.com.br/gp/customer-reviews/RWADYFBP8OFVO/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09888K7NN
A minha compra veio faltando uma lata de cerveja,2022-11-30,HOEGAARDEN,HOEGAARDEN Lata,Amazon,4.8,-1,"A avaliação é negativa, pois relata que a compra veio faltando uma lata de cerveja, o que indica uma experiência insatisfatória com o produto.",https://www.amazon.com.br/gp/customer-reviews/RV508JP6LMSAQ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09888K7NN
Melhor cerveja Witbier do mercado.,2022-04-26,HOEGAARDEN,HOEGAARDEN Lata,Amazon,4.8,1,"A avaliação é claramente positiva ao afirmar que o produto é a melhor cerveja Witbier do mercado, indicando uma alta qualidade e superioridade em relação aos concorrentes.",https://www.amazon.com.br/gp/customer-reviews/RT8GB2Q8RFBRN/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09888K7NN
"AAAHHHH A HOEGAARDEN!!! PRA MIM A MELHOR IMPORTADA DO MERCADO. É CARA, POR ISSO SO COMPRO QUANDO ESTA COM PREÇO BOM, OU SEJA, R$ 3,99 NO MAXIMO A LATA DE 269ml....OU A LONG NECK POR R$ 4,99....QUANDO ESTA COM PREÇO NORMAL, NAO VALE A PENA.",2023-08-07,HOEGAARDEN,HOEGAARDEN Lata,Amazon,4.8,1,"A avaliação é positiva, pois o avaliador expressa que a Hoegaarden é a melhor cerveja importada do mercado. Apesar de mencionar o preço como um fator determinante para a compra, a avaliação geral é de que o produto é de alta qualidade e vale a pena quando está com um preço acessível.",https://www.amazon.com.br/gp/customer-reviews/RPWPSY4N8YRMI/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09888K7NN
"Entrega ok, produto com ótimo preço e o sabor maravilhoso de sempre.",2022-08-05,HOEGAARDEN,HOEGAARDEN Lata,Amazon,4.8,1,"A avaliação menciona uma entrega ok, um produto com ótimo preço e um sabor maravilhoso, indicando uma experiência positiva com o produto HOEGAARDEN.",https://www.amazon.com.br/gp/customer-reviews/RN5ZCJOWZF8VW/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09888K7NN
Para quem gosta de cervejas especiais do tipo witbier ou semelhante weiss. Leve e suave. Para quem não curte cervejas amargas ou muito densas.,2023-02-24,HOEGAARDEN,HOEGAARDEN Lata,Amazon,4.8,1,"A avaliação destaca pontos positivos da cerveja Hoegaarden, como ser leve e suave, indicando uma boa experiência para quem gosta de cervejas do tipo witbier ou weiss. Apesar de mencionar que não é indicada para quem não gosta de cervejas amargas ou densas, a avaliação como um todo ressalta aspectos positivos do produto.",https://www.amazon.com.br/gp/customer-reviews/RH8BPOTWR0H7R/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09888K7NN
"Uma das melhores Witbier do mercado, já conheço há alguns anos e comprei aqui no amazon numa ótima promoção em que levando 8 recebia uma caixa de becks.",2022-08-05,HOEGAARDEN,HOEGAARDEN Lata,Amazon,4.8,1,"A avaliação destaca que o produto é uma das melhores do mercado, indicando uma opinião positiva. Além disso, o fato de o cliente conhecer o produto há alguns anos e ter comprado em uma ótima promoção reforça a percepção positiva em relação à HOEGAARDEN.",https://www.amazon.com.br/gp/customer-reviews/RG6Y06SBIWA2M/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09888K7NN
O anúncio dizia 4 latinha e ganha 1 lata zero álcool mas não vieram,2022-07-12,HOEGAARDEN,HOEGAARDEN Lata,Amazon,4.8,-1,"A avaliação é negativa, pois menciona que o produto não correspondeu ao que foi anunciado, o que resultou em uma experiência insatisfatória para o consumidor.",https://www.amazon.com.br/gp/customer-reviews/RFVHLDVG0DFM0/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09888K7NN
"Cerveja muito gostosa, vale a pena aproveitar promoções e comprar em quantidade",2023-02-21,HOEGAARDEN,HOEGAARDEN Lata,Amazon,4.8,1,"A avaliação descreve a cerveja como muito gostosa e sugere que vale a pena aproveitar promoções e comprar em quantidade, o que indica uma experiência positiva com o produto HOEGAARDEN.",https://www.amazon.com.br/gp/customer-reviews/RAZ9K564TC40A/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09888K7NN
Saborosa e de bom preço,2022-06-11,HOEGAARDEN,HOEGAARDEN Lata,Amazon,4.8,1,"A avaliação descreve o produto como saboroso e com um bom preço, o que indica uma opinião positiva em relação à cerveja Hoegaarden.",https://www.amazon.com.br/gp/customer-reviews/RA7B6DEKJ04IV/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09888K7NN
"Quem conhece a Hoegaarden, não tem dúvidas da qualidade!!!",2022-09-14,HOEGAARDEN,HOEGAARDEN Lata,Amazon,4.8,1,"A avaliação é claramente positiva, destacando a qualidade do produto Hoegaarden e afirmando que quem conhece não tem dúvidas. Isso indica uma experiência positiva e uma percepção de qualidade do produto.",https://www.amazon.com.br/gp/customer-reviews/R8F07S5MCHSAK/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09888K7NN
"Adoro essa cerveja!  Sabor maravilhoso! Com o preço de Black Friday e entrega grátis, não tenho nem o que falar. ♥️🏳️‍🌈♥️🏅",2022-11-27,HOEGAARDEN,HOEGAARDEN Lata,Amazon,4.8,1,"A avaliação é claramente positiva, pois o usuário expressa amor pela cerveja, elogia o sabor maravilhoso, destaca o preço de Black Friday e a entrega grátis. Os emojis de coração, bandeira arco-íris e medalha reforçam a satisfação do cliente, indicando uma experiência positiva.",https://www.amazon.com.br/gp/customer-reviews/R5SWRSMHJ0CWF/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09888K7NN
"Produto excelente, mas péssima gestão de logistica. Pedi 8 latas e veio 7.",2022-11-21,HOEGAARDEN,HOEGAARDEN Lata,Amazon,4.8,0,"A avaliação apresenta aspectos positivos e negativos, o que a torna neutra. Embora o produto seja considerado excelente, a crítica à gestão de logística e a falha na entrega de uma lata indicam uma experiência mista.",https://www.amazon.com.br/gp/customer-reviews/R3VZ26C8RA07ES/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09888K7NN
"Cerveja: Dispensa elogios.Frete:Chegou dentro do prazo, só a lógica para o frete não fez sentido.Saiu de SP para MG, voltou para SP e depois veio para SC. Teria chego uns 2 dias antes se não fosse isso.",2022-01-29,HOEGAARDEN,HOEGAARDEN Lata,Amazon,4.8,0,"A avaliação apresenta aspectos positivos e negativos, mas no geral não expressa uma opinião clara sobre a qualidade da cerveja HOEGAARDEN. Portanto, é classificada como neutra.",https://www.amazon.com.br/gp/customer-reviews/R3UYU82W36AS3Q/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09888K7NN
Cerveja muito boa recomendo,2023-03-02,HOEGAARDEN,HOEGAARDEN Lata,Amazon,4.8,1,"A avaliação é claramente positiva, pois afirma que a cerveja é muito boa e recomenda. Não há indícios de ironia, sarcasmo ou polarity shift, apenas uma opinião favorável ao produto.",https://www.amazon.com.br/gp/customer-reviews/R3TWPN2JQGTOPZ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09888K7NN
Maravilhosaaa🍺🍺🍺,2023-02-19,HOEGAARDEN,HOEGAARDEN Lata,Amazon,4.8,1,"A avaliação contém emojis de cervejas e a palavra Maravilhosa, indicando uma opinião positiva sobre o produto HOEGAARDEN.",https://www.amazon.com.br/gp/customer-reviews/R3SZJ4DJDM6OGK/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09888K7NN
Gostei de tudo nesta cerveja. Além de sentir o suave gosto da laranja e do coentro. Muito boa.,2022-10-03,HOEGAARDEN,HOEGAARDEN Lata,Amazon,4.8,1,"A avaliação expressa claramente uma opinião positiva ao mencionar que gostou de tudo na cerveja, além de destacar o suave gosto da laranja e do coentro. A descrição muito boa reforça a avaliação positiva do produto.",https://www.amazon.com.br/gp/customer-reviews/R3S0QLA3G0HZ8V/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09888K7NN
"A cerveja é boa, mas não está num preço muito acessível.",2022-05-11,HOEGAARDEN,HOEGAARDEN Lata,Amazon,4.8,0,"A avaliação apresenta um ponto positivo (a cerveja é boa) e um ponto negativo (o preço não é muito acessível), resultando em uma avaliação neutra, sem uma polaridade clara.",https://www.amazon.com.br/gp/customer-reviews/R3Q7FLSIFH97U3/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09888K7NN
"Gostei muito da qualidade da caixa, acabamento perfeito",2022-08-03,HOEGAARDEN,HOEGAARDEN Lata,Amazon,4.8,1,A avaliação expressa claramente uma opinião positiva ao elogiar a qualidade da caixa e o acabamento perfeito.,https://www.amazon.com.br/gp/customer-reviews/R3PPP9NR9Z9G68/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09888K7NN
"O produto é bom, porém 1 unidade veio com validade expirada. Inadmissível uma empresa do tamanho da Amazon não se atentar a isso.",2022-04-23,HOEGAARDEN,HOEGAARDEN Lata,Amazon,4.8,-1,"Embora a avaliação comece de forma positiva ao mencionar que o produto é bom, a crítica sobre uma unidade com validade expirada e a expressão Inadmissível indicam uma experiência negativa. Isso caracteriza uma mudança de polaridade (polarity shift).",https://www.amazon.com.br/gp/customer-reviews/R3OBRV3AI5RPBZ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09888K7NN
"Não gostei muito dessa versão da Hoegaarden, ficou muito fraca e por isso prefiro a versão original.",2022-06-29,HOEGAARDEN,HOEGAARDEN Lata,Amazon,4.8,-1,"A avaliação é negativa, pois o consumidor afirma que não gostou da versão da Hoegaarden, alegando que ficou muito fraca em comparação com a versão original. Isso indica uma experiência insatisfatória com o produto.",https://www.amazon.com.br/gp/customer-reviews/R3NM4S9O3INN0M/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09888K7NN
muito boa,2022-12-26,HOEGAARDEN,HOEGAARDEN Lata,Amazon,4.8,1,"A avaliação é claramente positiva ao descrever o produto como muito boa. Não há indicações de sarcasmo, ironia ou polarity shift que possam alterar essa classificação.",https://www.amazon.com.br/gp/customer-reviews/R3LTJXQDZC9SVW/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09888K7NN
Cerveja super refrescante e leve.,2023-08-06,HOEGAARDEN,HOEGAARDEN Lata,Amazon,4.8,1,"A avaliação descreve a cerveja como super refrescante e leve, o que são características positivas. Não há indicação de sarcasmo, ironia ou polarity shift, portanto, a avaliação é classificada como positiva.",https://www.amazon.com.br/gp/customer-reviews/R3KJ0FBZ8HQJOF/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09888K7NN
Melhor cerveja de trigo que tomei!,2022-02-06,HOEGAARDEN,HOEGAARDEN Lata,Amazon,4.8,1,"A avaliação é claramente positiva ao afirmar que é a melhor cerveja de trigo que a pessoa já tomou, indicando uma experiência muito satisfatória com o produto.",https://www.amazon.com.br/gp/customer-reviews/R3FBQPLHZR5XZ8/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09888K7NN
"A cerveja é excelente e dispensa qualquer comentário. A avaliação ruim se deu pelo atendimento da Amazon. A encomenda levou 1 mês para chegar, as informações de rastreio eram desencontradas, o serviço do chat cada dia dizia algo diferente. Eu já havia feito essa compra em outra ocasião e chegou no dia seguinte. Desta vez, foi uma saga até receber. Uma pena.",2023-05-18,HOEGAARDEN,HOEGAARDEN Lata,Amazon,4.8,-1,"Embora a avaliação comece elogiando a cerveja como excelente, a mudança de polaridade ocorre quando o cliente menciona a experiência negativa com o atendimento da Amazon. A demora na entrega, informações de rastreio desencontradas e serviço de chat inconsistente resultaram em uma avaliação negativa.",https://www.amazon.com.br/gp/customer-reviews/R3DIQMG9NJ09DD/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09888K7NN
Cerveja horrível,2022-07-10,HOEGAARDEN,HOEGAARDEN Lata,Amazon,4.8,-1,"A avaliação é claramente negativa ao descrever a cerveja como horrível, indicando uma experiência ruim com o produto.",https://www.amazon.com.br/gp/customer-reviews/R3C22D3YZNMQIS/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09888K7NN
Dispensa comentários de tão boa que é!,2022-03-24,HOEGAARDEN,HOEGAARDEN Lata,Amazon,4.8,1,A avaliação é claramente positiva ao afirmar que o produto é tão bom que dispensa comentários. Isso indica uma experiência muito satisfatória com o produto.,https://www.amazon.com.br/gp/customer-reviews/R3BRPMFLOZL2FO/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09888K7NN
Comprei para experimentar e adorei.O tipo de cerveja que dá pra tomar o dia inteiro sem enjoar.Agora compro sempre.,2022-10-24,HOEGAARDEN,HOEGAARDEN Lata,Amazon,4.8,1,"A avaliação é claramente positiva, pois o cliente comprou o produto para experimentar, adorou e agora compra sempre. A descrição de que é uma cerveja que dá para tomar o dia inteiro sem enjoar reforça a opinião positiva sobre o produto.",https://www.amazon.com.br/gp/customer-reviews/R31Y62ALBR53A8/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09888K7NN
Faltou cuidado no transporte . Algumas latas vieram bem amassadas,2022-01-04,HOEGAARDEN,HOEGAARDEN Lata,Amazon,4.8,-1,"A avaliação é claramente negativa, pois menciona que algumas latas vieram bem amassadas, indicando falta de cuidado no transporte.",https://www.amazon.com.br/gp/customer-reviews/R2XYC22J1C4I8O/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09888K7NN
"Chegou em perfeito estado, tão bem embalada que até me assustei! Nunca tinha recebido cervejas em uma caixa tão grande.",2022-01-28,HOEGAARDEN,HOEGAARDEN Lata,Amazon,4.8,1,"A avaliação destaca que o produto chegou em perfeito estado e bem embalado, o que é positivo. Apesar do susto inicial com o tamanho da caixa, a experiência foi positiva no geral.",https://www.amazon.com.br/gp/customer-reviews/R2UUTQMGSA9X2C/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09888K7NN
Witbier de qualidade. Ótimo custo benefício.,2022-11-12,HOEGAARDEN,HOEGAARDEN Lata,Amazon,4.8,1,"A avaliação é claramente positiva, destacando a qualidade da Witbier e o ótimo custo benefício. Não há indícios de ironia, sarcasmo ou polarity shift, apenas elogios ao produto.",https://www.amazon.com.br/gp/customer-reviews/R2RR4NJHK7C5ZH/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09888K7NN
"Amo a cerveja, mas o fornecedor me entregou uma lata a menos. Eram 30 e me entregou 29. Não achei a forma no app de rever isso",2022-07-15,HOEGAARDEN,HOEGAARDEN Lata,Amazon,4.8,-1,"Embora a avaliação comece de forma positiva ao afirmar que a pessoa ama a cerveja, a reclamação sobre a entrega de uma lata a menos e a dificuldade em resolver o problema indicam uma experiência negativa. Isso caracteriza uma mudança de polaridade (polarity shift).",https://www.amazon.com.br/gp/customer-reviews/R2Q4A2VKW5A75E/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09888K7NN
"Já conhecia a cerveja, preço perfeito! Amamos",2022-09-28,HOEGAARDEN,HOEGAARDEN Lata,Amazon,4.8,1,"A avaliação menciona que o avaliador já conhecia a cerveja, o que indica uma experiência anterior positiva. Além disso, o preço é descrito como perfeito e o avaliador afirma que amou, demonstrando uma opinião positiva sobre o produto.",https://www.amazon.com.br/gp/customer-reviews/R2JMMHQ3K2BQKV/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09888K7NN
"A cerveja é excelente, mas há uma sútil mudança no paladar quando se bebe oriundo de latas de alumínio e garrafa de vidro. Mas as características típicas estão mantidas. Bom custo x benefício se pegar boas promoções. A torcida maior é a logística de entrega ou entregadores não sacanearem.",2022-10-04,HOEGAARDEN,HOEGAARDEN Lata,Amazon,4.8,1,"A avaliação começa de forma positiva ao elogiar a cerveja como excelente e destacar que as características típicas estão mantidas. Além disso, menciona um bom custo x benefício em promoções. Apesar das ressalvas sobre a sutil mudança no paladar entre latas e garrafas, a avaliação geral é positiva, o que justifica a classificação como positiva.",https://www.amazon.com.br/gp/customer-reviews/R2HL2SI29IS3CV/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09888K7NN
"A cerveja é perfeita, por ser importada o custo é alto, quando temos uma promocao da Amazon, fica ainda melhor.",2022-12-30,HOEGAARDEN,HOEGAARDEN Lata,Amazon,4.8,1,"A avaliação começa de forma positiva ao descrever a cerveja como perfeita. Em seguida, menciona o custo alto por ser importada, mas ressalta que durante uma promoção da Amazon fica ainda melhor. Isso indica uma visão positiva do produto, mesmo levando em consideração o custo elevado.",https://www.amazon.com.br/gp/customer-reviews/R2ERSCJMO8E62U/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09888K7NN
Excelente produto. Recomendo.,2023-01-30,HOEGAARDEN,HOEGAARDEN Lata,Amazon,4.8,1,"A avaliação é claramente positiva, pois o cliente classifica o produto como excelente e recomenda. Não há indícios de ironia, sarcasmo ou polarity shift, indicando uma opinião genuinamente positiva sobre o produto HOEGAARDEN.",https://www.amazon.com.br/gp/customer-reviews/R2BEJ6DEWW5NEM/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09888K7NN
"Chegou tudo certo, adoro esse produto e qndo acho em um preço melhor sempre compro.",2024-02-03,HOEGAARDEN,HOEGAARDEN Lata,Amazon,4.8,1,"A avaliação é claramente positiva, pois o cliente expressa satisfação com o produto e menciona que sempre compra quando encontra em um preço melhor. Isso indica uma experiência positiva e uma intenção de compra recorrente.",https://www.amazon.com.br/gp/customer-reviews/R27PU9JLTHLZ1S/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09888K7NN
ok,2022-12-01,HOEGAARDEN,HOEGAARDEN Lata,Amazon,4.8,0,"A avaliação ok não expressa uma opinião clara positiva ou negativa sobre o produto HOEGAARDEN, sendo assim classificada como neutra.",https://www.amazon.com.br/gp/customer-reviews/R26WNY3426FECL/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09888K7NN
O pedido chegou hoje faltando 02 latas.Desejo saber qual o procedimento para corrigir a falha.obrigado,2022-06-09,HOEGAARDEN,HOEGAARDEN Lata,Amazon,4.8,0,"A avaliação relata um problema na entrega do produto, sem expressar uma opinião positiva ou negativa sobre a qualidade da cerveja Heineken em si.",https://www.amazon.com.br/gp/customer-reviews/R26WJG1XNWV6K8/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09888K7NN
Cerveja muito boa e com um precinho top.,2022-07-01,HOEGAARDEN,HOEGAARDEN Lata,Amazon,4.8,1,"A avaliação descreve a cerveja como muito boa e com um precinho top, o que indica uma experiência positiva com o produto.",https://www.amazon.com.br/gp/customer-reviews/R23T048RFHSMBN/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09888K7NN
Gosto é particular né... não agradou meu paladar.,2023-02-24,HOEGAARDEN,HOEGAARDEN Lata,Amazon,4.8,0,"A avaliação menciona que gosto é particular e que o produto não agradou o paladar do indivíduo. Não há uma clara indicação de opinião positiva ou negativa, portanto, a classificação é neutra.",https://www.amazon.com.br/gp/customer-reviews/R21NCG3GIXEMUA/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09888K7NN
Meu pai que não gosta das artesanais puro malte gosta desta.Pena que não é das mais baratas. rs...,2023-02-06,HOEGAARDEN,HOEGAARDEN Lata,Amazon,4.8,1,"Apesar da menção ao preço não ser das mais baratas, a avaliação destaca que mesmo quem não gosta de cervejas artesanais puro malte, como o pai do avaliador, gostou da Heineken. Isso indica uma experiência positiva com o produto.",https://www.amazon.com.br/gp/customer-reviews/R21KT7HNUGXJ5Q/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09888K7NN
Cerveja maravilhosa.,2022-02-28,HOEGAARDEN,HOEGAARDEN Lata,Amazon,4.8,1,"A avaliação é claramente positiva ao descrever a cerveja como maravilhosa, indicando uma experiência satisfatória com o produto.",https://www.amazon.com.br/gp/customer-reviews/R20588GR0PWB7V/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09888K7NN
